BetterThanMed,WorseThanMed,Percentage,ProbOfMiss
10007,668,93.74% - 6.26%,0.21
10008,667,93.75% - 6.25%,0.21
10009,666,93.76% - 6.24%,0.21
10010,665,93.77% - 6.23%,0.21
10011,664,93.78% - 6.22%,0.21
10012,663,93.79% - 6.21%,0.21
10013,662,93.8% - 6.2%,0.21
10014,661,93.81% - 6.19%,0.21
10015,660,93.82% - 6.18%,0.21
10016,659,93.83% - 6.17%,0.21
10017,658,93.84% - 6.16%,0.21
10018,657,93.85% - 6.15%,0.2
10019,656,93.85% - 6.15%,0.2
10020,655,93.86% - 6.14%,0.2
10021,654,93.87% - 6.13%,0.2
10022,653,93.88% - 6.12%,0.2
10023,652,93.89% - 6.11%,0.2
10024,651,93.9% - 6.1%,0.2
10025,650,93.91% - 6.09%,0.2
10026,649,93.92% - 6.08%,0.2
10027,648,93.93% - 6.07%,0.2
10028,647,93.94% - 6.06%,0.2
10029,646,93.95% - 6.05%,0.19
10030,645,93.96% - 6.04%,0.19
10031,644,93.97% - 6.03%,0.19
10032,643,93.98% - 6.02%,0.19
10033,642,93.99% - 6.01%,0.19
10034,641,94.0% - 6.0%,0.19
10035,640,94.0% - 6.0%,0.19
10036,639,94.01% - 5.99%,0.19
10037,638,94.02% - 5.98%,0.19
10038,637,94.03% - 5.97%,0.19
10039,636,94.04% - 5.96%,0.19
10040,635,94.05% - 5.95%,0.19
10041,634,94.06% - 5.94%,0.18
10042,633,94.07% - 5.93%,0.18
10043,632,94.08% - 5.92%,0.18
10044,631,94.09% - 5.91%,0.18
10045,630,94.1% - 5.9%,0.18
10046,629,94.11% - 5.89%,0.18
10047,628,94.12% - 5.88%,0.18
10048,627,94.13% - 5.87%,0.18
10049,626,94.14% - 5.86%,0.18
10050,625,94.15% - 5.85%,0.18
10051,624,94.15% - 5.85%,0.18
10052,623,94.16% - 5.84%,0.18
10053,622,94.17% - 5.83%,0.17
10054,621,94.18% - 5.82%,0.17
10055,620,94.19% - 5.81%,0.17
10056,619,94.2% - 5.8%,0.17
10057,618,94.21% - 5.79%,0.17
10058,617,94.22% - 5.78%,0.17
10059,616,94.23% - 5.77%,0.17
10060,615,94.24% - 5.76%,0.17
10061,614,94.25% - 5.75%,0.17
10062,613,94.26% - 5.74%,0.17
10063,612,94.27% - 5.73%,0.17
10064,611,94.28% - 5.72%,0.17
10065,610,94.29% - 5.71%,0.17
10066,609,94.3% - 5.7%,0.16
10067,608,94.3% - 5.7%,0.16
10068,607,94.31% - 5.69%,0.16
10069,606,94.32% - 5.68%,0.16
10070,605,94.33% - 5.67%,0.16
10071,604,94.34% - 5.66%,0.16
10072,603,94.35% - 5.65%,0.16
10073,602,94.36% - 5.64%,0.16
10074,601,94.37% - 5.63%,0.16
10075,600,94.38% - 5.62%,0.16
10076,599,94.39% - 5.61%,0.16
10077,598,94.4% - 5.6%,0.16
10078,597,94.41% - 5.59%,0.16
10079,596,94.42% - 5.58%,0.15
10080,595,94.43% - 5.57%,0.15
10081,594,94.44% - 5.56%,0.15
10082,593,94.44% - 5.56%,0.15
10083,592,94.45% - 5.55%,0.15
10084,591,94.46% - 5.54%,0.15
10085,590,94.47% - 5.53%,0.15
10086,589,94.48% - 5.52%,0.15
10087,588,94.49% - 5.51%,0.15
10088,587,94.5% - 5.5%,0.15
10089,586,94.51% - 5.49%,0.15
10090,585,94.52% - 5.48%,0.15
10091,584,94.53% - 5.47%,0.15
10092,583,94.54% - 5.46%,0.14
10093,582,94.55% - 5.45%,0.14
10094,581,94.56% - 5.44%,0.14
10095,580,94.57% - 5.43%,0.14
10096,579,94.58% - 5.42%,0.14
10097,578,94.59% - 5.41%,0.14
10098,577,94.59% - 5.41%,0.14
10099,576,94.6% - 5.4%,0.14
10100,575,94.61% - 5.39%,0.14
10101,574,94.62% - 5.38%,0.14
10102,573,94.63% - 5.37%,0.14
10103,572,94.64% - 5.36%,0.14
10104,571,94.65% - 5.35%,0.14
10105,570,94.66% - 5.34%,0.14
10106,569,94.67% - 5.33%,0.14
10107,568,94.68% - 5.32%,0.13
10108,567,94.69% - 5.31%,0.13
10109,566,94.7% - 5.3%,0.13
10110,565,94.71% - 5.29%,0.13
10111,564,94.72% - 5.28%,0.13
10112,563,94.73% - 5.27%,0.13
10113,562,94.74% - 5.26%,0.13
10114,561,94.74% - 5.26%,0.13
10115,560,94.75% - 5.25%,0.13
10116,559,94.76% - 5.24%,0.13
10117,558,94.77% - 5.23%,0.13
10118,557,94.78% - 5.22%,0.13
10119,556,94.79% - 5.21%,0.13
10120,555,94.8% - 5.2%,0.13
10121,554,94.81% - 5.19%,0.13
10122,553,94.82% - 5.18%,0.12
10123,552,94.83% - 5.17%,0.12
10124,551,94.84% - 5.16%,0.12
10125,550,94.85% - 5.15%,0.12
10126,549,94.86% - 5.14%,0.12
10127,548,94.87% - 5.13%,0.12
10128,547,94.88% - 5.12%,0.12
10129,546,94.89% - 5.11%,0.12
10130,545,94.89% - 5.11%,0.12
10131,544,94.9% - 5.1%,0.12
10132,543,94.91% - 5.09%,0.12
10133,542,94.92% - 5.08%,0.12
10134,541,94.93% - 5.07%,0.12
10135,540,94.94% - 5.06%,0.12
10136,539,94.95% - 5.05%,0.12
10137,538,94.96% - 5.04%,0.11
10138,537,94.97% - 5.03%,0.11
10139,536,94.98% - 5.02%,0.11
10140,535,94.99% - 5.01%,0.11
10141,534,95.0% - 5.0%,0.11
10142,533,95.01% - 4.99%,0.11
10143,532,95.02% - 4.98%,0.11
10144,531,95.03% - 4.97%,0.11
10145,530,95.04% - 4.96%,0.11
10146,529,95.04% - 4.96%,0.11
10147,528,95.05% - 4.95%,0.11
10148,527,95.06% - 4.94%,0.11
10149,526,95.07% - 4.93%,0.11
10150,525,95.08% - 4.92%,0.11
10151,524,95.09% - 4.91%,0.11
10152,523,95.1% - 4.9%,0.11
10153,522,95.11% - 4.89%,0.11
10154,521,95.12% - 4.88%,0.1
10155,520,95.13% - 4.87%,0.1
10156,519,95.14% - 4.86%,0.1
10157,518,95.15% - 4.85%,0.1
10158,517,95.16% - 4.84%,0.1
10159,516,95.17% - 4.83%,0.1
10160,515,95.18% - 4.82%,0.1
10161,514,95.19% - 4.81%,0.1
10162,513,95.19% - 4.81%,0.1
10163,512,95.2% - 4.8%,0.1
10164,511,95.21% - 4.79%,0.1
10165,510,95.22% - 4.78%,0.1
10166,509,95.23% - 4.77%,0.1
10167,508,95.24% - 4.76%,0.1
10168,507,95.25% - 4.75%,0.1
10169,506,95.26% - 4.74%,0.1
10170,505,95.27% - 4.73%,0.1
10171,504,95.28% - 4.72%,0.1
10172,503,95.29% - 4.71%,0.09
10173,502,95.3% - 4.7%,0.09
10174,501,95.31% - 4.69%,0.09
10175,500,95.32% - 4.68%,0.09
10176,499,95.33% - 4.67%,0.09
10177,498,95.33% - 4.67%,0.09
10178,497,95.34% - 4.66%,0.09
10179,496,95.35% - 4.65%,0.09
10180,495,95.36% - 4.64%,0.09
10181,494,95.37% - 4.63%,0.09
10182,493,95.38% - 4.62%,0.09
10183,492,95.39% - 4.61%,0.09
10184,491,95.4% - 4.6%,0.09
10185,490,95.41% - 4.59%,0.09
10186,489,95.42% - 4.58%,0.09
10187,488,95.43% - 4.57%,0.09
10188,487,95.44% - 4.56%,0.09
10189,486,95.45% - 4.55%,0.09
10190,485,95.46% - 4.54%,0.08
10191,484,95.47% - 4.53%,0.08
10192,483,95.48% - 4.52%,0.08
10193,482,95.48% - 4.52%,0.08
10194,481,95.49% - 4.51%,0.08
10195,480,95.5% - 4.5%,0.08
10196,479,95.51% - 4.49%,0.08
10197,478,95.52% - 4.48%,0.08
10198,477,95.53% - 4.47%,0.08
10199,476,95.54% - 4.46%,0.08
10200,475,95.55% - 4.45%,0.08
10201,474,95.56% - 4.44%,0.08
10202,473,95.57% - 4.43%,0.08
10203,472,95.58% - 4.42%,0.08
10204,471,95.59% - 4.41%,0.08
10205,470,95.6% - 4.4%,0.08
10206,469,95.61% - 4.39%,0.08
10207,468,95.62% - 4.38%,0.08
10208,467,95.63% - 4.37%,0.08
10209,466,95.63% - 4.37%,0.08
10210,465,95.64% - 4.36%,0.08
10211,464,95.65% - 4.35%,0.07
10212,463,95.66% - 4.34%,0.07
10213,462,95.67% - 4.33%,0.07
10214,461,95.68% - 4.32%,0.07
10215,460,95.69% - 4.31%,0.07
10216,459,95.7% - 4.3%,0.07
10217,458,95.71% - 4.29%,0.07
10218,457,95.72% - 4.28%,0.07
10219,456,95.73% - 4.27%,0.07
10220,455,95.74% - 4.26%,0.07
10221,454,95.75% - 4.25%,0.07
10222,453,95.76% - 4.24%,0.07
10223,452,95.77% - 4.23%,0.07
10224,451,95.78% - 4.22%,0.07
10225,450,95.78% - 4.22%,0.07
10226,449,95.79% - 4.21%,0.07
10227,448,95.8% - 4.2%,0.07
10228,447,95.81% - 4.19%,0.07
10229,446,95.82% - 4.18%,0.07
10230,445,95.83% - 4.17%,0.07
10231,444,95.84% - 4.16%,0.07
10232,443,95.85% - 4.15%,0.07
10233,442,95.86% - 4.14%,0.06
10234,441,95.87% - 4.13%,0.06
10235,440,95.88% - 4.12%,0.06
10236,439,95.89% - 4.11%,0.06
10237,438,95.9% - 4.1%,0.06
10238,437,95.91% - 4.09%,0.06
10239,436,95.92% - 4.08%,0.06
10240,435,95.93% - 4.07%,0.06
10241,434,95.93% - 4.07%,0.06
10242,433,95.94% - 4.06%,0.06
10243,432,95.95% - 4.05%,0.06
10244,431,95.96% - 4.04%,0.06
10245,430,95.97% - 4.03%,0.06
10246,429,95.98% - 4.02%,0.06
10247,428,95.99% - 4.01%,0.06
10248,427,96.0% - 4.0%,0.06
10249,426,96.01% - 3.99%,0.06
10250,425,96.02% - 3.98%,0.06
10251,424,96.03% - 3.97%,0.06
10252,423,96.04% - 3.96%,0.06
10253,422,96.05% - 3.95%,0.06
10254,421,96.06% - 3.94%,0.06
10255,420,96.07% - 3.93%,0.06
10256,419,96.07% - 3.93%,0.06
10257,418,96.08% - 3.92%,0.06
10258,417,96.09% - 3.91%,0.05
10259,416,96.1% - 3.9%,0.05
10260,415,96.11% - 3.89%,0.05
10261,414,96.12% - 3.88%,0.05
10262,413,96.13% - 3.87%,0.05
10263,412,96.14% - 3.86%,0.05
10264,411,96.15% - 3.85%,0.05
10265,410,96.16% - 3.84%,0.05
10266,409,96.17% - 3.83%,0.05
10267,408,96.18% - 3.82%,0.05
10268,407,96.19% - 3.81%,0.05
10269,406,96.2% - 3.8%,0.05
10270,405,96.21% - 3.79%,0.05
10271,404,96.22% - 3.78%,0.05
10272,403,96.22% - 3.78%,0.05
10273,402,96.23% - 3.77%,0.05
10274,401,96.24% - 3.76%,0.05
10275,400,96.25% - 3.75%,0.05
10276,399,96.26% - 3.74%,0.05
10277,398,96.27% - 3.73%,0.05
10278,397,96.28% - 3.72%,0.05
10279,396,96.29% - 3.71%,0.05
10280,395,96.3% - 3.7%,0.05
10281,394,96.31% - 3.69%,0.05
10282,393,96.32% - 3.68%,0.05
10283,392,96.33% - 3.67%,0.05
10284,391,96.34% - 3.66%,0.05
10285,390,96.35% - 3.65%,0.04
10286,389,96.36% - 3.64%,0.04
10287,388,96.37% - 3.63%,0.04
10288,387,96.37% - 3.63%,0.04
10289,386,96.38% - 3.62%,0.04
10290,385,96.39% - 3.61%,0.04
10291,384,96.4% - 3.6%,0.04
10292,383,96.41% - 3.59%,0.04
10293,382,96.42% - 3.58%,0.04
10294,381,96.43% - 3.57%,0.04
10295,380,96.44% - 3.56%,0.04
10296,379,96.45% - 3.55%,0.04
10297,378,96.46% - 3.54%,0.04
10298,377,96.47% - 3.53%,0.04
10299,376,96.48% - 3.52%,0.04
10300,375,96.49% - 3.51%,0.04
10301,374,96.5% - 3.5%,0.04
10302,373,96.51% - 3.49%,0.04
10303,372,96.52% - 3.48%,0.04
10304,371,96.52% - 3.48%,0.04
10305,370,96.53% - 3.47%,0.04
10306,369,96.54% - 3.46%,0.04
10307,368,96.55% - 3.45%,0.04
10308,367,96.56% - 3.44%,0.04
10309,366,96.57% - 3.43%,0.04
10310,365,96.58% - 3.42%,0.04
10311,364,96.59% - 3.41%,0.04
10312,363,96.6% - 3.4%,0.04
10313,362,96.61% - 3.39%,0.04
10314,361,96.62% - 3.38%,0.04
10315,360,96.63% - 3.37%,0.04
10316,359,96.64% - 3.36%,0.04
10317,358,96.65% - 3.35%,0.03
10318,357,96.66% - 3.34%,0.03
10319,356,96.67% - 3.33%,0.03
10320,355,96.67% - 3.33%,0.03
10321,354,96.68% - 3.32%,0.03
10322,353,96.69% - 3.31%,0.03
10323,352,96.7% - 3.3%,0.03
10324,351,96.71% - 3.29%,0.03
10325,350,96.72% - 3.28%,0.03
10326,349,96.73% - 3.27%,0.03
10327,348,96.74% - 3.26%,0.03
10328,347,96.75% - 3.25%,0.03
10329,346,96.76% - 3.24%,0.03
10330,345,96.77% - 3.23%,0.03
10331,344,96.78% - 3.22%,0.03
10332,343,96.79% - 3.21%,0.03
10333,342,96.8% - 3.2%,0.03
10334,341,96.81% - 3.19%,0.03
10335,340,96.81% - 3.19%,0.03
10336,339,96.82% - 3.18%,0.03
10337,338,96.83% - 3.17%,0.03
10338,337,96.84% - 3.16%,0.03
10339,336,96.85% - 3.15%,0.03
10340,335,96.86% - 3.14%,0.03
10341,334,96.87% - 3.13%,0.03
10342,333,96.88% - 3.12%,0.03
10343,332,96.89% - 3.11%,0.03
10344,331,96.9% - 3.1%,0.03
10345,330,96.91% - 3.09%,0.03
10346,329,96.92% - 3.08%,0.03
10347,328,96.93% - 3.07%,0.03
10348,327,96.94% - 3.06%,0.03
10349,326,96.95% - 3.05%,0.03
10350,325,96.96% - 3.04%,0.03
10351,324,96.96% - 3.04%,0.03
10352,323,96.97% - 3.03%,0.03
10353,322,96.98% - 3.02%,0.03
10354,321,96.99% - 3.01%,0.03
10355,320,97.0% - 3.0%,0.03
10356,319,97.01% - 2.99%,0.02
10357,318,97.02% - 2.98%,0.02
10358,317,97.03% - 2.97%,0.02
10359,316,97.04% - 2.96%,0.02
10360,315,97.05% - 2.95%,0.02
10361,314,97.06% - 2.94%,0.02
10362,313,97.07% - 2.93%,0.02
10363,312,97.08% - 2.92%,0.02
10364,311,97.09% - 2.91%,0.02
10365,310,97.1% - 2.9%,0.02
10366,309,97.11% - 2.89%,0.02
10367,308,97.11% - 2.89%,0.02
10368,307,97.12% - 2.88%,0.02
10369,306,97.13% - 2.87%,0.02
10370,305,97.14% - 2.86%,0.02
10371,304,97.15% - 2.85%,0.02
10372,303,97.16% - 2.84%,0.02
10373,302,97.17% - 2.83%,0.02
10374,301,97.18% - 2.82%,0.02
10375,300,97.19% - 2.81%,0.02
10376,299,97.2% - 2.8%,0.02
10377,298,97.21% - 2.79%,0.02
10378,297,97.22% - 2.78%,0.02
10379,296,97.23% - 2.77%,0.02
10380,295,97.24% - 2.76%,0.02
10381,294,97.25% - 2.75%,0.02
10382,293,97.26% - 2.74%,0.02
10383,292,97.26% - 2.74%,0.02
10384,291,97.27% - 2.73%,0.02
10385,290,97.28% - 2.72%,0.02
10386,289,97.29% - 2.71%,0.02
10387,288,97.3% - 2.7%,0.02
10388,287,97.31% - 2.69%,0.02
10389,286,97.32% - 2.68%,0.02
10390,285,97.33% - 2.67%,0.02
10391,284,97.34% - 2.66%,0.02
10392,283,97.35% - 2.65%,0.02
10393,282,97.36% - 2.64%,0.02
10394,281,97.37% - 2.63%,0.02
10395,280,97.38% - 2.62%,0.02
10396,279,97.39% - 2.61%,0.02
10397,278,97.4% - 2.6%,0.02
10398,277,97.41% - 2.59%,0.02
10399,276,97.41% - 2.59%,0.02
10400,275,97.42% - 2.58%,0.02
10401,274,97.43% - 2.57%,0.02
10402,273,97.44% - 2.56%,0.02
10403,272,97.45% - 2.55%,0.02
10404,271,97.46% - 2.54%,0.02
10405,270,97.47% - 2.53%,0.02
10406,269,97.48% - 2.52%,0.02
10407,268,97.49% - 2.51%,0.01
10408,267,97.5% - 2.5%,0.01
10409,266,97.51% - 2.49%,0.01
10410,265,97.52% - 2.48%,0.01
10411,264,97.53% - 2.47%,0.01
10412,263,97.54% - 2.46%,0.01
10413,262,97.55% - 2.45%,0.01
10414,261,97.56% - 2.44%,0.01
10415,260,97.56% - 2.44%,0.01
10416,259,97.57% - 2.43%,0.01
10417,258,97.58% - 2.42%,0.01
10418,257,97.59% - 2.41%,0.01
10419,256,97.6% - 2.4%,0.01
10420,255,97.61% - 2.39%,0.01
10421,254,97.62% - 2.38%,0.01
10422,253,97.63% - 2.37%,0.01
10423,252,97.64% - 2.36%,0.01
10424,251,97.65% - 2.35%,0.01
10425,250,97.66% - 2.34%,0.01
10426,249,97.67% - 2.33%,0.01
10427,248,97.68% - 2.32%,0.01
10428,247,97.69% - 2.31%,0.01
10429,246,97.7% - 2.3%,0.01
10430,245,97.7% - 2.3%,0.01
10431,244,97.71% - 2.29%,0.01
10432,243,97.72% - 2.28%,0.01
10433,242,97.73% - 2.27%,0.01
10434,241,97.74% - 2.26%,0.01
10435,240,97.75% - 2.25%,0.01
10436,239,97.76% - 2.24%,0.01
10437,238,97.77% - 2.23%,0.01
10438,237,97.78% - 2.22%,0.01
10439,236,97.79% - 2.21%,0.01
10440,235,97.8% - 2.2%,0.01
10441,234,97.81% - 2.19%,0.01
10442,233,97.82% - 2.18%,0.01
10443,232,97.83% - 2.17%,0.01
10444,231,97.84% - 2.16%,0.01
10445,230,97.85% - 2.15%,0.01
10446,229,97.85% - 2.15%,0.01
10447,228,97.86% - 2.14%,0.01
10448,227,97.87% - 2.13%,0.01
10449,226,97.88% - 2.12%,0.01
10450,225,97.89% - 2.11%,0.01
10451,224,97.9% - 2.1%,0.01
10452,223,97.91% - 2.09%,0.01
10453,222,97.92% - 2.08%,0.01
10454,221,97.93% - 2.07%,0.01
10455,220,97.94% - 2.06%,0.01
10456,219,97.95% - 2.05%,0.01
10457,218,97.96% - 2.04%,0.01
10458,217,97.97% - 2.03%,0.01
10459,216,97.98% - 2.02%,0.01
10460,215,97.99% - 2.01%,0.01
10461,214,98.0% - 2.0%,0.01
10462,213,98.0% - 2.0%,0.01
10463,212,98.01% - 1.99%,0.01
10464,211,98.02% - 1.98%,0.01
10465,210,98.03% - 1.97%,0.01
10466,209,98.04% - 1.96%,0.01
10467,208,98.05% - 1.95%,0.01
10468,207,98.06% - 1.94%,0.01
10469,206,98.07% - 1.93%,0.01
10470,205,98.08% - 1.92%,0.01
10471,204,98.09% - 1.91%,0.01
10472,203,98.1% - 1.9%,0.01
10473,202,98.11% - 1.89%,0.01
10474,201,98.12% - 1.88%,0.01
10475,200,98.13% - 1.87%,0.01
10476,199,98.14% - 1.86%,0.01
10477,198,98.15% - 1.85%,0.01
10478,197,98.15% - 1.85%,0.01
10479,196,98.16% - 1.84%,0.01
10480,195,98.17% - 1.83%,0.01
10481,194,98.18% - 1.82%,0.01
10482,193,98.19% - 1.81%,0.01
10483,192,98.2% - 1.8%,0.01
10484,191,98.21% - 1.79%,0.01
10485,190,98.22% - 1.78%,0.01
10486,189,98.23% - 1.77%,0.01
10487,188,98.24% - 1.76%,0.01
10488,187,98.25% - 1.75%,0.01
10489,186,98.26% - 1.74%,0.01
10490,185,98.27% - 1.73%,0.0
10491,184,98.28% - 1.72%,0.0
10492,183,98.29% - 1.71%,0.0
10493,182,98.3% - 1.7%,0.0
10494,181,98.3% - 1.7%,0.0
10495,180,98.31% - 1.69%,0.0
10496,179,98.32% - 1.68%,0.0
10497,178,98.33% - 1.67%,0.0
10498,177,98.34% - 1.66%,0.0
10499,176,98.35% - 1.65%,0.0
10500,175,98.36% - 1.64%,0.0
10501,174,98.37% - 1.63%,0.0
10502,173,98.38% - 1.62%,0.0
10503,172,98.39% - 1.61%,0.0
10504,171,98.4% - 1.6%,0.0
10505,170,98.41% - 1.59%,0.0
10506,169,98.42% - 1.58%,0.0
10507,168,98.43% - 1.57%,0.0
10508,167,98.44% - 1.56%,0.0
10509,166,98.44% - 1.56%,0.0
10510,165,98.45% - 1.55%,0.0
10511,164,98.46% - 1.54%,0.0
10512,163,98.47% - 1.53%,0.0
10513,162,98.48% - 1.52%,0.0
10514,161,98.49% - 1.51%,0.0
10515,160,98.5% - 1.5%,0.0
10516,159,98.51% - 1.49%,0.0
10517,158,98.52% - 1.48%,0.0
10518,157,98.53% - 1.47%,0.0
10519,156,98.54% - 1.46%,0.0
10520,155,98.55% - 1.45%,0.0
10521,154,98.56% - 1.44%,0.0
10522,153,98.57% - 1.43%,0.0
10523,152,98.58% - 1.42%,0.0
10524,151,98.59% - 1.41%,0.0
10525,150,98.59% - 1.41%,0.0
10526,149,98.6% - 1.4%,0.0
10527,148,98.61% - 1.39%,0.0
10528,147,98.62% - 1.38%,0.0
10529,146,98.63% - 1.37%,0.0
10530,145,98.64% - 1.36%,0.0
10531,144,98.65% - 1.35%,0.0
10532,143,98.66% - 1.34%,0.0
10533,142,98.67% - 1.33%,0.0
10534,141,98.68% - 1.32%,0.0
10535,140,98.69% - 1.31%,0.0
10536,139,98.7% - 1.3%,0.0
10537,138,98.71% - 1.29%,0.0
10538,137,98.72% - 1.28%,0.0
10539,136,98.73% - 1.27%,0.0
10540,135,98.74% - 1.26%,0.0
10541,134,98.74% - 1.26%,0.0
10542,133,98.75% - 1.25%,0.0
10543,132,98.76% - 1.24%,0.0
10544,131,98.77% - 1.23%,0.0
10545,130,98.78% - 1.22%,0.0
10546,129,98.79% - 1.21%,0.0
10547,128,98.8% - 1.2%,0.0
10548,127,98.81% - 1.19%,0.0
10549,126,98.82% - 1.18%,0.0
10550,125,98.83% - 1.17%,0.0
10551,124,98.84% - 1.16%,0.0
10552,123,98.85% - 1.15%,0.0
10553,122,98.86% - 1.14%,0.0
10554,121,98.87% - 1.13%,0.0
10555,120,98.88% - 1.12%,0.0
10556,119,98.89% - 1.11%,0.0
10557,118,98.89% - 1.11%,0.0
10558,117,98.9% - 1.1%,0.0
10559,116,98.91% - 1.09%,0.0
10560,115,98.92% - 1.08%,0.0
10561,114,98.93% - 1.07%,0.0
10562,113,98.94% - 1.06%,0.0
10563,112,98.95% - 1.05%,0.0
10564,111,98.96% - 1.04%,0.0
10565,110,98.97% - 1.03%,0.0
10566,109,98.98% - 1.02%,0.0
10567,108,98.99% - 1.01%,0.0
10568,107,99.0% - 1.0%,0.0
10569,106,99.01% - 0.99%,0.0
10570,105,99.02% - 0.98%,0.0
10571,104,99.03% - 0.97%,0.0
10572,103,99.04% - 0.96%,0.0
10573,102,99.04% - 0.96%,0.0
10574,101,99.05% - 0.95%,0.0
10575,100,99.06% - 0.94%,0.0
10576,99,99.07% - 0.93%,0.0
10577,98,99.08% - 0.92%,0.0
10578,97,99.09% - 0.91%,0.0
10579,96,99.1% - 0.9%,0.0
10580,95,99.11% - 0.89%,0.0
10581,94,99.12% - 0.88%,0.0
10582,93,99.13% - 0.87%,0.0
10583,92,99.14% - 0.86%,0.0
10584,91,99.15% - 0.85%,0.0
10585,90,99.16% - 0.84%,0.0
10586,89,99.17% - 0.83%,0.0
10587,88,99.18% - 0.82%,0.0
10588,87,99.19% - 0.81%,0.0
10589,86,99.19% - 0.81%,0.0
10590,85,99.2% - 0.8%,0.0
10591,84,99.21% - 0.79%,0.0
10592,83,99.22% - 0.78%,0.0
10593,82,99.23% - 0.77%,0.0
10594,81,99.24% - 0.76%,0.0
10595,80,99.25% - 0.75%,0.0
10596,79,99.26% - 0.74%,0.0
10597,78,99.27% - 0.73%,0.0
10598,77,99.28% - 0.72%,0.0
10599,76,99.29% - 0.71%,0.0
10600,75,99.3% - 0.7%,0.0
10601,74,99.31% - 0.69%,0.0
10602,73,99.32% - 0.68%,0.0
10603,72,99.33% - 0.67%,0.0
10604,71,99.33% - 0.67%,0.0
10605,70,99.34% - 0.66%,0.0
10606,69,99.35% - 0.65%,0.0
10607,68,99.36% - 0.64%,0.0
10608,67,99.37% - 0.63%,0.0
10609,66,99.38% - 0.62%,0.0
10610,65,99.39% - 0.61%,0.0
10611,64,99.4% - 0.6%,0.0
10612,63,99.41% - 0.59%,0.0
10613,62,99.42% - 0.58%,0.0
10614,61,99.43% - 0.57%,0.0
10615,60,99.44% - 0.56%,0.0
10616,59,99.45% - 0.55%,0.0
10617,58,99.46% - 0.54%,0.0
10618,57,99.47% - 0.53%,0.0
10619,56,99.48% - 0.52%,0.0
10620,55,99.48% - 0.52%,0.0
10621,54,99.49% - 0.51%,0.0
10622,53,99.5% - 0.5%,0.0
10623,52,99.51% - 0.49%,0.0
10624,51,99.52% - 0.48%,0.0
10625,50,99.53% - 0.47%,0.0
10626,49,99.54% - 0.46%,0.0
10627,48,99.55% - 0.45%,0.0
10628,47,99.56% - 0.44%,0.0
10629,46,99.57% - 0.43%,0.0
10630,45,99.58% - 0.42%,0.0
10631,44,99.59% - 0.41%,0.0
10632,43,99.6% - 0.4%,0.0
10633,42,99.61% - 0.39%,0.0
10634,41,99.62% - 0.38%,0.0
10635,40,99.63% - 0.37%,0.0
10636,39,99.63% - 0.37%,0.0
10637,38,99.64% - 0.36%,0.0
10638,37,99.65% - 0.35%,0.0
10639,36,99.66% - 0.34%,0.0
10640,35,99.67% - 0.33%,0.0
10641,34,99.68% - 0.32%,0.0
10642,33,99.69% - 0.31%,0.0
10643,32,99.7% - 0.3%,0.0
10644,31,99.71% - 0.29%,0.0
10645,30,99.72% - 0.28%,0.0
10646,29,99.73% - 0.27%,0.0
10647,28,99.74% - 0.26%,0.0
10648,27,99.75% - 0.25%,0.0
10649,26,99.76% - 0.24%,0.0
10650,25,99.77% - 0.23%,0.0
10651,24,99.78% - 0.22%,0.0
10652,23,99.78% - 0.22%,0.0
10653,22,99.79% - 0.21%,0.0
10654,21,99.8% - 0.2%,0.0
10655,20,99.81% - 0.19%,0.0
10656,19,99.82% - 0.18%,0.0
10657,18,99.83% - 0.17%,0.0
10658,17,99.84% - 0.16%,0.0
10659,16,99.85% - 0.15%,0.0
10660,15,99.86% - 0.14%,0.0
10661,14,99.87% - 0.13%,0.0
10662,13,99.88% - 0.12%,0.0
10663,12,99.89% - 0.11%,0.0
10664,11,99.9% - 0.1%,0.0
10665,10,99.91% - 0.09%,0.0
10666,9,99.92% - 0.08%,0.0
10667,8,99.93% - 0.07%,0.0
10668,7,99.93% - 0.07%,0.0
10669,6,99.94% - 0.06%,0.0
10670,5,99.95% - 0.05%,0.0
10671,4,99.96% - 0.04%,0.0
10672,3,99.97% - 0.03%,0.0
10673,2,99.98% - 0.02%,0.0
10674,1,99.99% - 0.01%,0.0
10675,0,100.0% - 0.0%,0.0
